,Contig,Len,sum of seq lens in model,Coverage,Genome
10241,5193_8_2.contig00164,943,0.0,0.0,5193_8_2
10242,5193_8_2.contig00165,936,0.0,0.0,5193_8_2
10243,5193_8_2.contig00166,907,0.0,0.0,5193_8_2
10244,5193_8_2.contig00167,882,0.0,0.0,5193_8_2
10245,5193_8_2.contig00168,874,0.0,0.0,5193_8_2
10246,5193_8_2.contig00169,873,0.0,0.0,5193_8_2
10247,5193_8_2.contig00170,867,0.0,0.0,5193_8_2
10248,5193_8_2.contig00171,862,0.0,0.0,5193_8_2
10249,5193_8_2.contig00172,856,0.0,0.0,5193_8_2
10250,5193_8_2.contig00173,842,0.0,0.0,5193_8_2
10251,5193_8_2.contig00174,830,0.0,0.0,5193_8_2
10252,5193_8_2.contig00175,822,0.0,0.0,5193_8_2
10253,5193_8_2.contig00176,818,0.0,0.0,5193_8_2
10254,5193_8_2.contig00177,816,0.0,0.0,5193_8_2
10255,5193_8_2.contig00178,813,0.0,0.0,5193_8_2
10256,5193_8_2.contig00179,797,0.0,0.0,5193_8_2
10257,5193_8_2.contig00180,791,0.0,0.0,5193_8_2
10258,5193_8_2.contig00181,771,0.0,0.0,5193_8_2
10259,5193_8_2.contig00182,752,0.0,0.0,5193_8_2
10260,5193_8_2.contig00183,724,0.0,0.0,5193_8_2
10261,5193_8_2.contig00184,712,0.0,0.0,5193_8_2
10262,5193_8_2.contig00185,658,0.0,0.0,5193_8_2
10263,5193_8_2.contig00186,658,0.0,0.0,5193_8_2
10264,5193_8_2.contig00187,647,0.0,0.0,5193_8_2
10265,5193_8_2.contig00188,643,0.0,0.0,5193_8_2
10266,5193_8_2.contig00189,613,0.0,0.0,5193_8_2
10267,5193_8_2.contig00190,599,0.0,0.0,5193_8_2
10268,5193_8_2.contig00191,595,0.0,0.0,5193_8_2
10269,5193_8_2.contig00192,588,0.0,0.0,5193_8_2
10270,5193_8_2.contig00193,575,0.0,0.0,5193_8_2
10271,5193_8_2.contig00194,574,0.0,0.0,5193_8_2
10272,5193_8_2.contig00195,566,0.0,0.0,5193_8_2
10273,5193_8_2.contig00196,553,0.0,0.0,5193_8_2
10274,5193_8_2.contig00197,553,0.0,0.0,5193_8_2
10275,5193_8_2.contig00198,547,0.0,0.0,5193_8_2
10276,5193_8_2.contig00199,526,0.0,0.0,5193_8_2
10277,5193_8_2.contig00200,513,0.0,0.0,5193_8_2
10278,5193_8_2.contig00201,509,0.0,0.0,5193_8_2
10279,5193_8_2.contig00202,457,0.0,0.0,5193_8_2
10280,5193_8_2.contig00203,452,0.0,0.0,5193_8_2
10281,5193_8_2.contig00204,434,0.0,0.0,5193_8_2
10282,5193_8_2.contig00205,430,0.0,0.0,5193_8_2
10283,5193_8_2.contig00206,430,0.0,0.0,5193_8_2
10284,5193_8_2.contig00207,425,0.0,0.0,5193_8_2
10285,5193_8_2.contig00208,415,0.0,0.0,5193_8_2
10286,5193_8_2.contig00209,413,0.0,0.0,5193_8_2
10287,5193_8_2.contig00210,406,0.0,0.0,5193_8_2
10288,5193_8_2.contig00211,393,0.0,0.0,5193_8_2
10289,5193_8_2.contig00212,393,0.0,0.0,5193_8_2
10290,5193_8_2.contig00213,393,0.0,0.0,5193_8_2
10291,5193_8_2.contig00214,388,0.0,0.0,5193_8_2
10292,5193_8_2.contig00215,385,0.0,0.0,5193_8_2
10293,5193_8_2.contig00216,369,0.0,0.0,5193_8_2
10294,5193_8_2.contig00217,367,0.0,0.0,5193_8_2
10295,5193_8_2.contig00218,362,0.0,0.0,5193_8_2
10296,5193_8_2.contig00219,362,0.0,0.0,5193_8_2
10297,5193_8_2.contig00220,360,0.0,0.0,5193_8_2
10298,5193_8_2.contig00221,322,0.0,0.0,5193_8_2
10299,5193_8_2.contig00222,318,0.0,0.0,5193_8_2
10300,5193_8_2.contig00223,317,0.0,0.0,5193_8_2
10301,5193_8_2.contig00224,317,0.0,0.0,5193_8_2
10302,5193_8_2.contig00225,312,0.0,0.0,5193_8_2
10303,5193_8_2.contig00226,311,0.0,0.0,5193_8_2
10304,5193_8_2.contig00227,309,0.0,0.0,5193_8_2
10305,5193_8_2.contig00228,307,0.0,0.0,5193_8_2
10306,5193_8_2.contig00229,306,0.0,0.0,5193_8_2
10307,5193_8_2.contig00230,306,0.0,0.0,5193_8_2
10308,5193_8_2.contig00231,303,0.0,0.0,5193_8_2
10309,5193_8_2.contig00232,302,0.0,0.0,5193_8_2
10310,5193_8_2.contig00233,301,0.0,0.0,5193_8_2
10311,5193_8_2.contig00234,301,0.0,0.0,5193_8_2
10312,5193_8_2.contig00235,300,0.0,0.0,5193_8_2
10313,5193_8_2.contig00236,293,0.0,0.0,5193_8_2
10314,5193_8_2.contig00237,292,0.0,0.0,5193_8_2
10315,5193_8_2.contig00238,292,0.0,0.0,5193_8_2
10316,5193_8_2.contig00239,291,0.0,0.0,5193_8_2
10317,5193_8_2.contig00240,289,0.0,0.0,5193_8_2
10318,5193_8_2.contig00241,289,0.0,0.0,5193_8_2
10319,5193_8_2.contig00242,285,0.0,0.0,5193_8_2
10320,5193_8_2.contig00243,284,0.0,0.0,5193_8_2
10321,5193_8_2.contig00244,282,0.0,0.0,5193_8_2
10322,5193_8_2.contig00245,277,0.0,0.0,5193_8_2
10323,5193_8_2.contig00246,276,0.0,0.0,5193_8_2
10324,5193_8_2.contig00247,274,0.0,0.0,5193_8_2
10325,5193_8_2.contig00248,273,0.0,0.0,5193_8_2
10326,5193_8_2.contig00249,271,0.0,0.0,5193_8_2
10327,5193_8_2.contig00250,269,0.0,0.0,5193_8_2
10328,5193_8_2.contig00251,267,0.0,0.0,5193_8_2
10329,5193_8_2.contig00252,266,0.0,0.0,5193_8_2
10330,5193_8_2.contig00253,264,0.0,0.0,5193_8_2
10331,5193_8_2.contig00254,264,0.0,0.0,5193_8_2
10332,5193_8_2.contig00255,262,0.0,0.0,5193_8_2
10333,5193_8_2.contig00256,261,0.0,0.0,5193_8_2
10334,5193_8_2.contig00257,261,0.0,0.0,5193_8_2
10335,5193_8_2.contig00258,260,0.0,0.0,5193_8_2
10336,5193_8_2.contig00259,259,0.0,0.0,5193_8_2
10337,5193_8_2.contig00260,259,0.0,0.0,5193_8_2
10338,5193_8_2.contig00261,256,0.0,0.0,5193_8_2
10339,5193_8_2.contig00262,253,0.0,0.0,5193_8_2
10340,5193_8_2.contig00263,249,0.0,0.0,5193_8_2
10341,5193_8_2.contig00264,249,0.0,0.0,5193_8_2
10342,5193_8_2.contig00265,246,0.0,0.0,5193_8_2
10343,5193_8_2.contig00266,243,0.0,0.0,5193_8_2
10344,5193_8_2.contig00267,243,0.0,0.0,5193_8_2
10345,5193_8_2.contig00268,240,0.0,0.0,5193_8_2
10346,5193_8_2.contig00269,239,0.0,0.0,5193_8_2
10347,5193_8_2.contig00270,239,0.0,0.0,5193_8_2
10348,5193_8_2.contig00271,237,0.0,0.0,5193_8_2
10349,5193_8_2.contig00272,234,0.0,0.0,5193_8_2
10350,5193_8_2.contig00273,231,0.0,0.0,5193_8_2
10351,5193_8_2.contig00274,229,0.0,0.0,5193_8_2
10352,5193_8_2.contig00275,228,0.0,0.0,5193_8_2
10353,5193_8_2.contig00276,225,0.0,0.0,5193_8_2
10354,5193_8_2.contig00277,225,0.0,0.0,5193_8_2
10355,5193_8_2.contig00278,223,0.0,0.0,5193_8_2
10356,5193_8_2.contig00279,217,0.0,0.0,5193_8_2
10357,5193_8_2.contig00280,213,0.0,0.0,5193_8_2
10358,5193_8_2.contig00281,212,0.0,0.0,5193_8_2
10359,5193_8_2.contig00282,212,0.0,0.0,5193_8_2
10360,5193_8_2.contig00283,207,0.0,0.0,5193_8_2
10361,5193_8_2.contig00284,195,0.0,0.0,5193_8_2
10362,5193_8_2.contig00285,192,0.0,0.0,5193_8_2
10363,5193_8_2.contig00286,190,0.0,0.0,5193_8_2
10364,5193_8_2.contig00287,190,0.0,0.0,5193_8_2
10365,5193_8_2.contig00288,185,0.0,0.0,5193_8_2
10366,5193_8_2.contig00289,177,0.0,0.0,5193_8_2
10367,5193_8_2.contig00290,177,0.0,0.0,5193_8_2
10368,5193_8_2.contig00291,176,0.0,0.0,5193_8_2
10369,5193_8_2.contig00292,173,0.0,0.0,5193_8_2
10370,5193_8_2.contig00293,171,0.0,0.0,5193_8_2
10371,5193_8_2.contig00294,171,0.0,0.0,5193_8_2
10372,5193_8_2.contig00295,169,0.0,0.0,5193_8_2
10373,5193_8_2.contig00296,168,0.0,0.0,5193_8_2
10374,5193_8_2.contig00297,166,0.0,0.0,5193_8_2
10375,5193_8_2.contig00298,165,0.0,0.0,5193_8_2
10376,5193_8_2.contig00299,165,0.0,0.0,5193_8_2
10377,5193_8_2.contig00300,163,0.0,0.0,5193_8_2
10378,5193_8_2.contig00301,161,0.0,0.0,5193_8_2
10379,5193_8_2.contig00302,160,0.0,0.0,5193_8_2
10380,5193_8_2.contig00303,159,0.0,0.0,5193_8_2
10381,5193_8_2.contig00304,157,0.0,0.0,5193_8_2
10382,5193_8_2.contig00305,155,0.0,0.0,5193_8_2
10383,5193_8_2.contig00306,155,0.0,0.0,5193_8_2
10384,5193_8_2.contig00307,153,0.0,0.0,5193_8_2
10385,5193_8_2.contig00308,151,0.0,0.0,5193_8_2
10386,5193_8_2.contig00309,151,0.0,0.0,5193_8_2
10387,5193_8_2.contig00310,149,0.0,0.0,5193_8_2
10388,5193_8_2.contig00311,146,0.0,0.0,5193_8_2
10389,5193_8_2.contig00312,145,0.0,0.0,5193_8_2
10390,5193_8_2.contig00313,145,0.0,0.0,5193_8_2
10391,5193_8_2.contig00314,145,0.0,0.0,5193_8_2
10392,5193_8_2.contig00315,143,0.0,0.0,5193_8_2
10393,5193_8_2.contig00316,141,0.0,0.0,5193_8_2
10394,5193_8_2.contig00317,140,0.0,0.0,5193_8_2
10395,5193_8_2.contig00318,135,0.0,0.0,5193_8_2
10396,5193_8_2.contig00319,133,0.0,0.0,5193_8_2
10397,5193_8_2.contig00320,132,0.0,0.0,5193_8_2
10398,5193_8_2.contig00321,131,0.0,0.0,5193_8_2
10399,5193_8_2.contig00322,130,0.0,0.0,5193_8_2
10400,5193_8_2.contig00323,130,0.0,0.0,5193_8_2
10401,5193_8_2.contig00324,129,0.0,0.0,5193_8_2
10402,5193_8_2.contig00325,128,0.0,0.0,5193_8_2
10403,5193_8_2.contig00326,127,0.0,0.0,5193_8_2
10404,5193_8_2.contig00327,126,0.0,0.0,5193_8_2
10405,5193_8_2.contig00328,124,0.0,0.0,5193_8_2
10406,5193_8_2.contig00329,123,0.0,0.0,5193_8_2
10407,5193_8_2.contig00330,122,0.0,0.0,5193_8_2
10408,5193_8_2.contig00331,122,0.0,0.0,5193_8_2
10409,5193_8_2.contig00332,121,0.0,0.0,5193_8_2
10410,5193_8_2.contig00333,120,0.0,0.0,5193_8_2
10411,5193_8_2.contig00334,116,0.0,0.0,5193_8_2
10412,5193_8_2.contig00335,115,0.0,0.0,5193_8_2
10413,5193_8_2.contig00336,114,0.0,0.0,5193_8_2
10414,5193_8_2.contig00337,113,0.0,0.0,5193_8_2
10415,5193_8_2.contig00338,113,0.0,0.0,5193_8_2
10416,5193_8_2.contig00339,112,0.0,0.0,5193_8_2
10417,5193_8_2.contig00340,112,0.0,0.0,5193_8_2
10418,5193_8_2.contig00341,111,0.0,0.0,5193_8_2
10419,5193_8_2.contig00342,111,0.0,0.0,5193_8_2
10420,5193_8_2.contig00343,111,0.0,0.0,5193_8_2
10421,5193_8_2.contig00344,111,0.0,0.0,5193_8_2
10422,5193_8_2.contig00345,111,0.0,0.0,5193_8_2
10423,5193_8_2.contig00346,111,0.0,0.0,5193_8_2
10424,5193_8_2.contig00347,111,0.0,0.0,5193_8_2
10425,5193_8_2.contig00348,111,0.0,0.0,5193_8_2
10426,5193_8_2.contig00349,110,0.0,0.0,5193_8_2
10427,5193_8_2.contig00350,110,0.0,0.0,5193_8_2
10428,5193_8_2.contig00351,110,0.0,0.0,5193_8_2
10429,5193_8_2.contig00352,110,0.0,0.0,5193_8_2
10430,5193_8_2.contig00353,110,0.0,0.0,5193_8_2
10431,5193_8_2.contig00354,110,0.0,0.0,5193_8_2
10432,5193_8_2.contig00355,110,0.0,0.0,5193_8_2
10433,5193_8_2.contig00356,110,0.0,0.0,5193_8_2
10434,5193_8_2.contig00357,110,0.0,0.0,5193_8_2
10435,5193_8_2.contig00358,109,0.0,0.0,5193_8_2
10436,5193_8_2.contig00359,109,0.0,0.0,5193_8_2
10437,5193_8_2.contig00360,109,0.0,0.0,5193_8_2
10438,5193_8_2.contig00361,109,0.0,0.0,5193_8_2
10439,5193_8_2.contig00362,109,0.0,0.0,5193_8_2
10440,5193_8_2.contig00363,109,0.0,0.0,5193_8_2
10441,5193_8_2.contig00364,109,0.0,0.0,5193_8_2
10442,5193_8_2.contig00365,108,0.0,0.0,5193_8_2
10443,5193_8_2.contig00366,108,0.0,0.0,5193_8_2
10444,5193_8_2.contig00367,108,0.0,0.0,5193_8_2
10445,5193_8_2.contig00368,108,0.0,0.0,5193_8_2
10446,5193_8_2.contig00369,108,0.0,0.0,5193_8_2
10447,5193_8_2.contig00370,107,0.0,0.0,5193_8_2
10448,5193_8_2.contig00371,107,0.0,0.0,5193_8_2
10449,5193_8_2.contig00372,106,0.0,0.0,5193_8_2
10450,5193_8_2.contig00373,106,0.0,0.0,5193_8_2
10451,5193_8_2.contig00374,105,0.0,0.0,5193_8_2
10452,5193_8_2.contig00375,104,0.0,0.0,5193_8_2
10453,5193_8_2.contig00376,103,0.0,0.0,5193_8_2
10454,5193_8_2.contig00377,103,0.0,0.0,5193_8_2
10455,5193_8_2.contig00378,103,0.0,0.0,5193_8_2
10456,5193_8_2.contig00379,102,0.0,0.0,5193_8_2
10457,5193_8_2.contig00380,102,0.0,0.0,5193_8_2
10458,5193_8_2.contig00381,101,0.0,0.0,5193_8_2
10618,5193_1_5.contig00001,304092,0.0,0.0,5193_1_5
10619,5193_1_5.contig00002,235611,0.0,0.0,5193_1_5
10620,5193_1_5.contig00003,208654,0.0,0.0,5193_1_5
10621,5193_1_5.contig00004,191535,0.0,0.0,5193_1_5
10622,5193_1_5.contig00005,184370,0.0,0.0,5193_1_5
10623,5193_1_5.contig00006,182336,0.0,0.0,5193_1_5
10624,5193_1_5.contig00007,160881,0.0,0.0,5193_1_5
10625,5193_1_5.contig00008,157603,0.0,0.0,5193_1_5
10626,5193_1_5.contig00009,150611,0.0,0.0,5193_1_5
10627,5193_1_5.contig00010,135226,0.0,0.0,5193_1_5
10628,5193_1_5.contig00011,133966,0.0,0.0,5193_1_5
10629,5193_1_5.contig00012,121165,0.0,0.0,5193_1_5
10630,5193_1_5.contig00013,115594,0.0,0.0,5193_1_5
10631,5193_1_5.contig00014,111320,0.0,0.0,5193_1_5
10632,5193_1_5.contig00015,111139,0.0,0.0,5193_1_5
10633,5193_1_5.contig00016,110714,0.0,0.0,5193_1_5
10634,5193_1_5.contig00017,105334,0.0,0.0,5193_1_5
10635,5193_1_5.contig00018,101628,0.0,0.0,5193_1_5
10636,5193_1_5.contig00019,100530,0.0,0.0,5193_1_5
10637,5193_1_5.contig00020,99832,0.0,0.0,5193_1_5
10638,5193_1_5.contig00021,86434,0.0,0.0,5193_1_5
10639,5193_1_5.contig00022,85937,0.0,0.0,5193_1_5
10640,5193_1_5.contig00023,84274,0.0,0.0,5193_1_5
10641,5193_1_5.contig00024,82454,0.0,0.0,5193_1_5
10642,5193_1_5.contig00025,81819,0.0,0.0,5193_1_5
10643,5193_1_5.contig00026,79676,0.0,0.0,5193_1_5
10644,5193_1_5.contig00027,73148,0.0,0.0,5193_1_5
10645,5193_1_5.contig00028,64566,0.0,0.0,5193_1_5
10646,5193_1_5.contig00029,64284,0.0,0.0,5193_1_5
10647,5193_1_5.contig00030,60781,0.0,0.0,5193_1_5
10648,5193_1_5.contig00031,58885,0.0,0.0,5193_1_5
10649,5193_1_5.contig00032,58299,0.0,0.0,5193_1_5
10650,5193_1_5.contig00033,58043,0.0,0.0,5193_1_5
10651,5193_1_5.contig00034,54441,0.0,0.0,5193_1_5
10652,5193_1_5.contig00035,54164,0.0,0.0,5193_1_5
10653,5193_1_5.contig00036,53263,0.0,0.0,5193_1_5
10654,5193_1_5.contig00037,51637,0.0,0.0,5193_1_5
10655,5193_1_5.contig00038,45922,0.0,0.0,5193_1_5
10656,5193_1_5.contig00039,44810,0.0,0.0,5193_1_5
10657,5193_1_5.contig00040,43105,0.0,0.0,5193_1_5
10658,5193_1_5.contig00041,42419,0.0,0.0,5193_1_5
10659,5193_1_5.contig00042,41729,0.0,0.0,5193_1_5
10660,5193_1_5.contig00043,40593,0.0,0.0,5193_1_5
10661,5193_1_5.contig00044,39887,0.0,0.0,5193_1_5
10662,5193_1_5.contig00045,39104,0.0,0.0,5193_1_5
10663,5193_1_5.contig00046,38931,0.0,0.0,5193_1_5
10664,5193_1_5.contig00047,38569,0.0,0.0,5193_1_5
10665,5193_1_5.contig00048,38262,0.0,0.0,5193_1_5
10666,5193_1_5.contig00049,37602,0.0,0.0,5193_1_5
10667,5193_1_5.contig00050,36168,0.0,0.0,5193_1_5
10668,5193_1_5.contig00051,32189,0.0,0.0,5193_1_5
10669,5193_1_5.contig00052,32153,31535.0,0.9807793985009174,5193_1_5
10670,5193_1_5.contig00053,32077,0.0,0.0,5193_1_5
10671,5193_1_5.contig00054,31792,0.0,0.0,5193_1_5
10672,5193_1_5.contig00055,31482,0.0,0.0,5193_1_5
10673,5193_1_5.contig00056,31183,0.0,0.0,5193_1_5
10674,5193_1_5.contig00057,31113,0.0,0.0,5193_1_5
10675,5193_1_5.contig00058,29871,26535.0,0.8883197750326404,5193_1_5
10676,5193_1_5.contig00059,28992,0.0,0.0,5193_1_5
10677,5193_1_5.contig00060,28718,27203.0,0.947245629918518,5193_1_5
10678,5193_1_5.contig00061,27485,0.0,0.0,5193_1_5
10679,5193_1_5.contig00062,26428,0.0,0.0,5193_1_5
10680,5193_1_5.contig00063,26238,26245.0,1.0,5193_1_5
10681,5193_1_5.contig00064,24933,0.0,0.0,5193_1_5
10682,5193_1_5.contig00065,24197,24036.0,0.9933462825970162,5193_1_5
10683,5193_1_5.contig00066,23341,0.0,0.0,5193_1_5
10684,5193_1_5.contig00067,22467,0.0,0.0,5193_1_5
10685,5193_1_5.contig00068,21944,0.0,0.0,5193_1_5
10686,5193_1_5.contig00069,21718,0.0,0.0,5193_1_5
10687,5193_1_5.contig00070,21371,0.0,0.0,5193_1_5
10688,5193_1_5.contig00071,21334,0.0,0.0,5193_1_5
10689,5193_1_5.contig00072,20046,0.0,0.0,5193_1_5
10690,5193_1_5.contig00073,19844,0.0,0.0,5193_1_5
10691,5193_1_5.contig00074,18681,0.0,0.0,5193_1_5
10692,5193_1_5.contig00075,18228,0.0,0.0,5193_1_5
10693,5193_1_5.contig00076,18001,0.0,0.0,5193_1_5
10694,5193_1_5.contig00077,17789,0.0,0.0,5193_1_5
10695,5193_1_5.contig00078,17192,0.0,0.0,5193_1_5
10696,5193_1_5.contig00079,16748,0.0,0.0,5193_1_5
10697,5193_1_5.contig00080,16725,15179.0,0.9075635276532138,5193_1_5
10698,5193_1_5.contig00081,16547,0.0,0.0,5193_1_5
10699,5193_1_5.contig00082,15623,13068.0,0.8364590667605454,5193_1_5
10700,5193_1_5.contig00083,13700,0.0,0.0,5193_1_5
10701,5193_1_5.contig00084,13276,0.0,0.0,5193_1_5
10702,5193_1_5.contig00085,12845,0.0,0.0,5193_1_5
10703,5193_1_5.contig00086,12649,12652.0,1.0,5193_1_5
10704,5193_1_5.contig00087,12362,0.0,0.0,5193_1_5
10705,5193_1_5.contig00088,11882,0.0,0.0,5193_1_5
10706,5193_1_5.contig00089,11864,11846.0,0.9984828051247472,5193_1_5
10707,5193_1_5.contig00090,11344,0.0,0.0,5193_1_5
10708,5193_1_5.contig00091,10906,0.0,0.0,5193_1_5
10709,5193_1_5.contig00092,10835,0.0,0.0,5193_1_5
10710,5193_1_5.contig00093,10248,10203.0,0.9956088992974239,5193_1_5
10711,5193_1_5.contig00094,9901,7745.0,0.7822442177557822,5193_1_5
10712,5193_1_5.contig00095,9349,0.0,0.0,5193_1_5
10713,5193_1_5.contig00096,8474,0.0,0.0,5193_1_5
10714,5193_1_5.contig00097,8152,0.0,0.0,5193_1_5
10715,5193_1_5.contig00098,8124,0.0,0.0,5193_1_5
10716,5193_1_5.contig00099,7959,0.0,0.0,5193_1_5
10717,5193_1_5.contig00100,7679,0.0,0.0,5193_1_5
10718,5193_1_5.contig00101,7209,6924.0,0.9604660840615897,5193_1_5
10719,5193_1_5.contig00102,6046,0.0,0.0,5193_1_5
10720,5193_1_5.contig00103,5671,5674.0,1.0,5193_1_5
10721,5193_1_5.contig00104,5453,5454.0,1.0,5193_1_5
10722,5193_1_5.contig00105,5099,0.0,0.0,5193_1_5
10723,5193_1_5.contig00106,4831,0.0,0.0,5193_1_5
10724,5193_1_5.contig00107,4624,0.0,0.0,5193_1_5
10725,5193_1_5.contig00108,4437,0.0,0.0,5193_1_5
10726,5193_1_5.contig00109,4306,4309.0,1.0,5193_1_5
10727,5193_1_5.contig00110,4253,0.0,0.0,5193_1_5
10728,5193_1_5.contig00111,4218,0.0,0.0,5193_1_5
10729,5193_1_5.contig00112,4125,0.0,0.0,5193_1_5
10730,5193_1_5.contig00113,4087,0.0,0.0,5193_1_5
10731,5193_1_5.contig00114,3813,0.0,0.0,5193_1_5
10732,5193_1_5.contig00115,3658,0.0,0.0,5193_1_5
10733,5193_1_5.contig00116,3615,0.0,0.0,5193_1_5
10734,5193_1_5.contig00117,3375,3376.0,1.0,5193_1_5
10735,5193_1_5.contig00118,3229,3230.0,1.0,5193_1_5
10736,5193_1_5.contig00119,3049,0.0,0.0,5193_1_5
10737,5193_1_5.contig00120,2945,2498.0,0.8482173174872666,5193_1_5
10738,5193_1_5.contig00121,2908,0.0,0.0,5193_1_5
10739,5193_1_5.contig00122,2884,0.0,0.0,5193_1_5
10740,5193_1_5.contig00123,2764,0.0,0.0,5193_1_5
10741,5193_1_5.contig00124,2611,0.0,0.0,5193_1_5
10742,5193_1_5.contig00125,2366,2223.0,0.9395604395604396,5193_1_5
10743,5193_1_5.contig00126,2355,0.0,0.0,5193_1_5
10744,5193_1_5.contig00127,2342,0.0,0.0,5193_1_5
10745,5193_1_5.contig00128,2100,2103.0,1.0,5193_1_5
10746,5193_1_5.contig00129,2087,0.0,0.0,5193_1_5
10747,5193_1_5.contig00130,1903,1904.0,1.0,5193_1_5
10748,5193_1_5.contig00131,1810,1635.0,0.9033149171270718,5193_1_5
10749,5193_1_5.contig00132,1740,1742.0,1.0,5193_1_5
10750,5193_1_5.contig00133,1727,1730.0,1.0,5193_1_5
10751,5193_1_5.contig00134,1706,0.0,0.0,5193_1_5
10752,5193_1_5.contig00135,1663,0.0,0.0,5193_1_5
10753,5193_1_5.contig00136,1472,0.0,0.0,5193_1_5
10754,5193_1_5.contig00137,1395,1392.0,0.9978494623655914,5193_1_5
10755,5193_1_5.contig00138,1381,0.0,0.0,5193_1_5
10756,5193_1_5.contig00139,1343,0.0,0.0,5193_1_5
10757,5193_1_5.contig00140,1337,0.0,0.0,5193_1_5
10758,5193_1_5.contig00141,1332,0.0,0.0,5193_1_5
10759,5193_1_5.contig00142,1328,0.0,0.0,5193_1_5
10760,5193_1_5.contig00143,1298,0.0,0.0,5193_1_5
10761,5193_1_5.contig00144,1296,0.0,0.0,5193_1_5
10762,5193_1_5.contig00145,1282,0.0,0.0,5193_1_5
10763,5193_1_5.contig00146,1280,1282.0,1.0,5193_1_5
10764,5193_1_5.contig00147,1254,0.0,0.0,5193_1_5
10765,5193_1_5.contig00148,1252,58.0,0.0463258785942492,5193_1_5
10766,5193_1_5.contig00149,1247,0.0,0.0,5193_1_5
10767,5193_1_5.contig00150,1241,0.0,0.0,5193_1_5
10768,5193_1_5.contig00151,1220,0.0,0.0,5193_1_5
10769,5193_1_5.contig00152,1215,0.0,0.0,5193_1_5
10770,5193_1_5.contig00153,1214,0.0,0.0,5193_1_5
10771,5193_1_5.contig00154,1209,0.0,0.0,5193_1_5
10772,5193_1_5.contig00155,1195,1196.0,1.0,5193_1_5
10773,5193_1_5.contig00156,1188,0.0,0.0,5193_1_5
10774,5193_1_5.contig00157,1188,1190.0,1.0,5193_1_5
10775,5193_1_5.contig00158,1170,0.0,0.0,5193_1_5
10776,5193_1_5.contig00159,1126,0.0,0.0,5193_1_5
10777,5193_1_5.contig00160,1123,0.0,0.0,5193_1_5
10778,5193_1_5.contig00161,1113,0.0,0.0,5193_1_5
10779,5193_1_5.contig00162,1107,0.0,0.0,5193_1_5
10780,5193_1_5.contig00163,1050,0.0,0.0,5193_1_5
10781,5193_1_5.contig00164,1049,0.0,0.0,5193_1_5
10782,5193_1_5.contig00165,1037,0.0,0.0,5193_1_5
10783,5193_1_5.contig00166,909,0.0,0.0,5193_1_5
10784,5193_1_5.contig00167,867,0.0,0.0,5193_1_5
10785,5193_1_5.contig00168,820,0.0,0.0,5193_1_5
10786,5193_1_5.contig00169,817,0.0,0.0,5193_1_5
10787,5193_1_5.contig00170,816,0.0,0.0,5193_1_5
10788,5193_1_5.contig00171,810,0.0,0.0,5193_1_5
10789,5193_1_5.contig00172,770,0.0,0.0,5193_1_5
10790,5193_1_5.contig00173,733,0.0,0.0,5193_1_5
10791,5193_1_5.contig00174,719,0.0,0.0,5193_1_5
10792,5193_1_5.contig00175,719,0.0,0.0,5193_1_5
10793,5193_1_5.contig00176,718,0.0,0.0,5193_1_5
10794,5193_1_5.contig00177,681,0.0,0.0,5193_1_5
10795,5193_1_5.contig00178,678,0.0,0.0,5193_1_5
10796,5193_1_5.contig00179,670,0.0,0.0,5193_1_5
10797,5193_1_5.contig00180,650,0.0,0.0,5193_1_5
10798,5193_1_5.contig00181,619,0.0,0.0,5193_1_5
10799,5193_1_5.contig00182,618,0.0,0.0,5193_1_5
10800,5193_1_5.contig00183,607,0.0,0.0,5193_1_5
10801,5193_1_5.contig00184,576,0.0,0.0,5193_1_5
10802,5193_1_5.contig00185,566,0.0,0.0,5193_1_5
10803,5193_1_5.contig00186,534,0.0,0.0,5193_1_5
10804,5193_1_5.contig00187,526,0.0,0.0,5193_1_5
10805,5193_1_5.contig00188,516,0.0,0.0,5193_1_5
10806,5193_1_5.contig00189,516,0.0,0.0,5193_1_5
10807,5193_1_5.contig00190,496,0.0,0.0,5193_1_5
10808,5193_1_5.contig00191,477,0.0,0.0,5193_1_5
10809,5193_1_5.contig00192,475,0.0,0.0,5193_1_5
10810,5193_1_5.contig00193,475,0.0,0.0,5193_1_5
10811,5193_1_5.contig00194,470,0.0,0.0,5193_1_5
10812,5193_1_5.contig00195,467,0.0,0.0,5193_1_5
10813,5193_1_5.contig00196,466,0.0,0.0,5193_1_5
10814,5193_1_5.contig00197,462,0.0,0.0,5193_1_5
10815,5193_1_5.contig00198,462,0.0,0.0,5193_1_5
10816,5193_1_5.contig00199,462,0.0,0.0,5193_1_5
10817,5193_1_5.contig00200,452,0.0,0.0,5193_1_5
10818,5193_1_5.contig00201,442,0.0,0.0,5193_1_5
10819,5193_1_5.contig00202,431,0.0,0.0,5193_1_5
10820,5193_1_5.contig00203,421,0.0,0.0,5193_1_5
10821,5193_1_5.contig00204,415,0.0,0.0,5193_1_5
10822,5193_1_5.contig00205,413,0.0,0.0,5193_1_5
10823,5193_1_5.contig00206,411,0.0,0.0,5193_1_5
10824,5193_1_5.contig00207,399,0.0,0.0,5193_1_5
10825,5193_1_5.contig00208,397,0.0,0.0,5193_1_5
10826,5193_1_5.contig00209,389,0.0,0.0,5193_1_5
10827,5193_1_5.contig00210,389,0.0,0.0,5193_1_5
